cgid	median
cg14252279	0.246189981
cg20202112	0.795130129
cg23186333	0.270627036
cg02876258	0.42626285
cg06078892	0.748308533
cg20592940	0.905078563
cg12937413	0.513048822
cg26277026	0.676918187
cg03612357	0.537805048
cg21266845	0.471267524
cg03261800	0.326537134
cg21810373	0.485672287
cg12798524	0.711757872
cg00297966	0.673436165
cg08423507	0.550623484
cg11434705	0.285489807
cg01890836	0.693414822
cg14171369	0.268864929
cg02863179	0.38024972
cg09222422	0.238452881
cg22676075	0.20907228
cg16675872	0.593576451
cg04574034	0.394384824
cg14076977	0.609926783
cg00123762	0.172533697
cg10020892	0.44708698
cg06706894	0.081219488
cg13592721	0.250112439
cg11648594	0.142783644
cg18853490	0.59564402
cg08979191	0.356477035
cg12635790	0.191696234
cg05096751	0.27484332
cg10253847	0.08132796
cg01604468	0.776871324
cg01915516	0.057290291
cg20906291	0.60894705
cg19038462	0.713716654
cg15444648	0.365355743
cg00024494	0.666006686
cg03972665	0.540174994
cg14511677	0.309626533
cg12432236	0.21791101
cg14270434	0.414403145
cg06676049	0.632150203
cg19759671	0.72793552
cg06055873	0.510339976
cg14962509	0.685037689
cg19476053	0.203230803
cg02249292	0.383150107
cg03699623	0.291519705
cg15473186	0.185372728
cg23206851	0.373838927
cg01754267	0.502787256
cg22581896	0.431813523
cg19547192	0.745998624
cg24667115	0.255088709
cg05204104	0.493244208
cg00400832	0.352104888
cg18587137	0.469674518
cg20899151	0.763895771
cg07906828	0.568854289
cg12331004	0.778549051
cg15235798	0.24522847
cg25251204	0.61122646
cg00764796	0.58009693
cg12186839	0.778467736
cg18776945	0.895647523
cg12183501	0.520635055
cg17130457	0.167505076
cg14580747	0.374671779
cg19093890	0.714400728
cg12086464	0.508064533
cg04855216	0.683362434
cg02599716	0.30719391
cg03242471	0.576163033
cg19095920	0.483013299
cg21805940	0.745653763
cg16240162	0.529025479
cg27025079	0.671218415
cg21134232	0.713464431
cg19351954	0.253329438
cg27334919	0.667547022
cg08269974	0.332879472
cg21890551	0.41379424
cg21792155	0.207941178
cg23189044	0.198513402
cg27642784	0.754547253
cg11733272	0.473040148
cg02645135	0.541037523
cg22055891	0.671552673
cg27586797	0.508630222
cg22614142	0.168243242
cg17686487	0.337800953
cg10220068	0.746612966
cg21778987	0.383638883
cg18912728	0.6052422
cg10739715	0.50256089
cg25495534	0.593218873
cg03517776	0.372766327
cg27178401	0.603875835
cg11008003	0.639656605
cg11785425	0.473664362
cg14434870	0.255138252
cg05896714	0.721502159
cg08555552	0.141338826
cg08886651	0.047690277
cg12512771	0.668595598
cg04700292	0.560946084
cg27178293	0.347351234
cg02246055	0.350171893
cg23520688	0.783739626
cg19009471	0.586460122
cg15381313	0.521871003
cg11428546	0.567795916
cg00551609	0.431513209
cg19951297	0.439430358
cg23519637	0.529918599
cg02493602	0.284137302
cg08617160	0.552043774
cg26127778	0.573454026
cg14195216	0.439392518
cg00311883	0.092405526
cg06177306	0.779843251
cg04678315	0.627296291
cg16714154	0.585688513
cg12173150	0.538302875
cg05389236	0.371446614
cg01161811	0.616808323
cg02264990	0.058399185
cg02489958	0.343270922
cg14068657	0.422449913
cg25639095	0.507398423
cg11985321	0.929675071
cg16419009	0.188740613
cg09595479	0.392480387
cg19223064	0.656040258
cg09820244	0.645956396
cg05576949	0.520520653
cg18061197	0.604232857
cg04503968	0.586457302
cg21473142	0.575184075
cg00612515	0.939985425
cg24667756	0.451329992
cg16945633	0.41049719
cg20401567	0.212722666
cg12093662	0.499562935
cg19241327	0.078929074
cg27198013	0.97403231
cg22761483	0.662922816
cg20572537	0.670159459
cg07142009	0.324594479
cg12646649	0.21051753
cg05129325	0.161122959
cg11663667	0.473411488
cg26581714	0.60386166
cg26479667	0.750408444
cg19403029	0.579583866
cg09932747	0.475927695
cg15104622	0.724899399
cg20189913	0.588765201
cg01578164	0.373970224
cg04017276	0.397744536
cg06163994	0.631066429
cg10374009	0.341509723
cg12140851	0.42480568
cg25188395	0.124748381
cg23330450	0.612010793
cg02329038	0.512326815
cg08393822	0.619152618
cg11046030	0.63084092
cg12078775	0.429728437
cg23090529	0.489587874
cg25940946	0.087356013
cg13714026	0.730744866
cg26067760	0.573330403
cg10935804	0.491040353
cg13066043	0.263316069
cg06849778	0.330124949
cg08822602	0.579412523
cg11697194	0.498280665
cg16529477	0.43813236
cg18973247	0.422561675
cg00767010	0.215976242
cg25383503	0.069926785
cg00157572	0.434653367
cg07475026	0.601336347
cg08489309	0.754177042
cg07696354	0.481413621
cg16439198	0.062057372
cg16479633	0.361678681
cg16926213	0.546186525
cg18533201	0.139544357
cg25941985	0.876261478
cg00237268	0.621687692
cg25115537	0.523529969
cg05415670	0.559701962
cg03700230	0.520469444
cg07483304	0.383470593
cg12602409	0.104118753
cg24553862	0.592066165
cg05496203	0.212859545
cg27493151	0.052006086
cg09570682	0.19047058
cg08078648	0.342776247
cg26938272	0.148899513
cg21341586	0.209099592
cg20894410	0.507925628
cg16714096	0.306132052
cg00596687	0.67437427
cg16677191	0.504137509
cg18812904	0.600947548
cg18004701	0.218204782
cg14663264	0.582234439
cg14669362	0.557954736
cg10858103	0.24983478
cg09671258	0.051710264
cg26516532	0.27974609
cg09868598	0.413924231
cg02744524	0.234141936
cg02578087	0.451604858
cg25746778	0.214261634
cg23792314	0.183202541
cg05483021	0.172721447
cg02540781	0.521877359
cg27282900	0.132052616
cg17367832	0.497278312
cg12718582	0.631217048
cg00048370	0.46952361
cg01121022	0.538061716
cg06826341	0.516426976
cg10791884	0.657015955
cg03711129	0.466824297
cg05905176	0.075256336
cg12733396	0.448520198
cg25547580	0.101562989
cg03548062	0.938503912
cg26094554	0.485462432
cg07146104	0.297156146
cg09040942	0.707935721
cg05267427	0.751120604
cg10007051	0.535172419
cg00223681	0.492687508
cg05222982	0.445778208
cg15938529	0.891077453
cg22346032	0.910054664
cg08828819	0.324148082
cg18406033	0.143510605
cg22175006	0.640143106
cg21172011	0.148555986
cg25568066	0.143963958
cg21853510	0.508829158
cg14834903	0.298654468
cg24945701	0.281313069
cg24407596	0.551092477
cg04951371	0.727688973
cg18717167	0.479629487
cg21110456	0.468705858
cg22708635	0.756239829
cg16658412	0.774995946
cg15993723	0.466239507
cg27651243	0.148596325
cg04605980	0.170589745
cg26716902	0.314735229
cg01890568	0.845004248
cg14058329	0.755186797
cg23045908	0.435978984
cg02032299	0.361666053
cg02610486	0.509301777
cg19449948	0.642854333
cg03616722	0.827628903
cg25294526	0.786496392
cg18144593	0.433779729
cg25518868	0.334527563
cg04031093	0.555793459
cg14766621	0.812507858
cg10774352	0.436903902
cg15607672	0.408909922
cg21144493	0.28759147
cg21353189	0.648869794
cg05950572	0.53638941
cg05934682	0.468862112
cg11339964	0.557397933
cg10213875	0.695588692
cg12457909	0.057249863
cg15316843	0.100821677
cg21244322	0.645350794
cg15822765	0.209015402
cg25437411	0.187474556
cg03048083	0.045402064
cg03075065	0.642745628
cg16301599	0.766817427
cg20577468	0.322448824
cg26994885	0.747680679
cg03654504	0.479819742
cg04076766	0.521174286
cg19111287	0.639279685
cg02886033	0.567513867
cg15740507	0.61715148
cg04452437	0.804582201
cg17078427	0.268438324
cg21475150	0.66108272
cg19206146	0.308801748
cg08289130	0.553049997
cg00810292	0.798669963
cg08747277	0.703460844
cg17953701	0.459031052
cg14160518	0.744540723
cg08725366	0.289837739
cg14078714	0.528279797
cg00055434	0.778267184
cg23454797	0.554976976
cg15818008	0.50706056
cg24704177	0.416032904
cg14986890	0.50113943
cg09433910	0.416168564
cg09656020	0.429685331
cg15124926	0.75139965
cg11796455	0.320635065
cg10904854	0.468389291
cg03691338	0.552709165
cg00734931	0.591376633
cg10837783	0.708179504
cg07090980	0.456562125
cg19240678	0.409667692
cg13615592	0.205061397
cg16854917	0.445688371
cg11816734	0.56453881
cg21163429	0.604640819
cg05971966	0.112002715
cg14509967	0.240873972
cg13466694	0.666271402
cg09169617	0.244422857
cg20739526	0.093820198
cg12634591	0.496641542
cg10207553	0.366586563
cg02601475	0.318060132
cg02327530	0.588008392
cg14434213	0.482223006
cg05514256	0.608215013
cg18278184	0.45476172
cg14827391	0.730957274
cg13707567	0.407307315
cg16786640	0.364543271
cg22350438	0.593024111
cg27452922	0.884461337
cg05860723	0.349473154
cg12712184	0.603479115
cg13455434	0.383526411
cg15311814	0.311279213
cg04921068	0.509319793
cg21107573	0.589739022
cg02703002	0.421946387
cg07013955	0.481551077
cg14171824	0.36834343
cg19389001	0.263022241
cg02125316	0.132956206
cg15197065	0.250806057
cg12097883	0.293891767
cg03231163	0.109057316
cg15753239	0.649946334
cg17737621	0.630060937
cg01649317	0.933475488
cg21158163	0.796725233
cg07263393	0.365049863
cg01364478	0.365764123
cg15689835	0.318367238
cg05941376	0.323860815
cg05857996	0.889624847
cg01756899	0.730002695
cg25135018	0.513750008
cg23942526	0.848105742
cg18969232	0.328965189
cg13715631	0.329214467
cg12260798	0.184567355
cg16017414	0.690084125
cg10269365	0.378946034
cg03252313	0.428865322
cg14642696	0.294879165
cg03280108	0.640734192
cg10320410	0.202510516
cg09500443	0.154931951
cg07060794	0.695708511
cg08710921	0.54717283
cg22629987	0.286023997
cg16134717	0.157324379
cg04087740	0.44634712
cg05452406	0.119936858
cg13136655	0.34641008
cg16049391	0.560111874
cg26199445	0.697058508
cg16120742	0.421419236
cg20643029	0.448977063
cg20677267	0.503828412
cg12210914	0.548260325
cg00689580	0.247053806
cg00343433	0.530428769
cg24779941	0.167036837
cg12732998	0.197290954
cg13672200	0.561603201
cg13571460	0.344427553
cg09845293	0.74975418
cg08923271	0.591951015
cg17239923	0.131149236
cg00893471	0.274731406
cg21386863	0.699337791
cg03204322	0.28937942
cg04854908	0.537564526
cg05270938	0.519994615
cg15873149	0.167624436
cg09272225	0.46804613
cg04352288	0.885709858
cg22614027	0.805815744
cg19594218	0.524533804
cg13691567	0.689819547
cg05262724	0.946364124
cg02874031	0.581746655
cg19470379	0.545481135
cg17167253	0.25902496
cg04624228	0.319741446
cg15536947	0.901617161
cg18402987	0.344780199
cg04967578	0.562047918
cg11541433	0.393431102
cg05347965	0.551791235
cg01669186	0.896886374
cg25567805	0.415160498
cg15356461	0.93571232
cg04778236	0.801298783
cg05240760	0.546763118
cg13130022	0.597218625
cg14891195	0.387257467
cg06978117	0.744242611
cg02208793	0.522886206
cg09864050	0.622694677
cg16302655	0.5119478
cg07795168	0.797298865
cg04227892	0.619361159
cg03562044	0.094021542
cg14972210	0.346886728
cg02722637	0.712163112
cg06743782	0.672546272
cg01250603	0.410801788
cg12109291	0.56378075
cg06946452	0.159424096
cg00695799	0.509515527
cg04907257	0.450550275
cg16754788	0.511812168
cg02533289	0.45116357
cg09980058	0.25763927
cg25801988	0.178201597
cg02582057	0.232454079
cg01047586	0.24277152
cg05638689	0.470466824
cg02185675	0.657183054
cg27262236	0.648094803
cg16692227	0.429470889
cg09086835	0.27205551
cg24409539	0.494270024
cg01131038	0.228375521
cg06865255	0.679128396
cg00563107	0.629547797
cg12810626	0.432512949
cg12584111	0.66762442
cg01556846	0.494117599
cg25443851	0.158190862
cg05052450	0.274429068
cg05106770	0.29371383
cg17901924	0.490680457
cg09967633	0.453754464
cg25932446	0.577234431
cg07586956	0.543122268
cg02685896	0.064684438
cg14549078	0.623651805
cg22897715	0.436354286
cg20979153	0.295678724
cg18371700	0.173736391
cg22340508	0.470104673
cg22249735	0.834534544
cg19082560	0.260652446
cg10441497	0.82630784
cg15166039	0.443322034
cg00444390	0.473512121
cg05875410	0.28560485
cg26393964	0.55387905
cg26720913	0.570155829
cg26180255	0.629648674
cg07135614	0.419487539
cg26099134	0.454077948
cg08455778	0.214032493
cg14576436	0.428837292
cg12226948	0.758629796
cg22864244	0.485698998
cg06880615	0.734894777
cg23237314	0.59115877
cg27368606	0.534199348
cg15139163	0.601058158
cg20773915	0.568194479
cg07264666	0.537384992
cg01612037	0.789034779
cg24377495	0.468530457
cg13022679	0.330853902
cg07045089	0.316325008
cg04057161	0.629680661
cg15526081	0.225424198
cg01733284	0.622626484
cg07675477	0.583044384
cg11471772	0.223345542
cg02648057	0.167188239
cg04030486	0.14646097
cg23424933	0.546455963
cg25122233	0.213178238
cg10682957	0.355029732
cg18990313	0.565005077
cg15235999	0.516382398
cg10794257	0.418736956
cg18447419	0.740939684
cg01176947	0.19080749
cg15648389	0.463881342
cg26492368	0.290915827
cg04518186	0.506752612
cg00118978	0.568380048
cg05494467	0.390541517
cg07504977	0.337868851
cg09231843	0.700775776
cg16668651	0.557276225
cg02523270	0.346387659
cg11195797	0.160622639
cg02105211	0.536927136
cg13750264	0.317012884
cg25830307	0.943947227
cg26883434	0.638606424
cg17324671	0.880932227
cg08813944	0.848818228
cg23973429	0.512152673
cg08544331	0.412378155
cg15645660	0.468263036
cg14332653	0.416745969
cg03778207	0.492068573
cg25969107	0.247910323
cg27177554	0.155689504
cg27576485	0.493322224
cg03935448	0.64402982
cg12858902	0.337821785
cg17807131	0.052984399
cg01946824	0.861628745
cg09094964	0.964809608
cg12736877	0.61285758
cg18731398	0.697899836
cg00347563	0.213469544
cg08087868	0.167022213
cg27622506	0.113609806
cg24459147	0.363605026
cg16733705	0.252313134
cg00851389	0.663042123
cg04780086	0.147346205
cg20219381	0.13984095
cg23620902	0.522526407
cg05930881	0.082645843
cg05039241	0.372499916
cg01254303	0.360773063
cg10193711	0.600720707
cg20545941	0.608332192
cg18156686	0.80678885
cg04388989	0.287357338
cg16620392	0.302384236
cg12866112	0.833227318
cg24417135	0.653956959
cg23230564	0.46831345
cg26367197	0.483813055
cg05770946	0.240236019
cg10199556	0.454741994
cg09307985	0.496675821
cg04522045	0.351970251
cg26833652	0.295662749
cg00548824	0.82110356
cg13292042	0.226872237
cg01255417	0.480473104
cg16780603	0.42776195
cg07068735	0.218688063
cg18143296	0.450332934
cg19047868	0.664034538
cg17852224	0.47953484
cg09556826	0.310058731
cg21686171	0.704585602
cg01833675	0.333914754
cg22827250	0.593085117
cg12268637	0.32431422
cg00567922	0.547496857
cg12177546	0.540699608
cg06532379	0.280566866
cg17797591	0.196937288
cg19802390	0.690741115
cg09564361	0.393970027
cg04819096	0.1914896
cg14388093	0.696990057
cg12142501	0.229559136
cg21807944	0.461350251
cg25720793	0.460335626
cg24028202	0.732121129
cg02363677	0.533798445
cg26929272	0.587045538
cg00037457	0.653520448
cg13378649	0.592028944
cg10987624	0.373443784
cg11859489	0.588149514
cg09290600	0.194166044
cg25578949	0.451363421
cg11060532	0.615764213
cg18430895	0.405726219
cg27429749	0.349528095
cg02194243	0.49708535
cg27396830	0.852818503
cg03323067	0.377278921
cg03393426	0.118057402
cg19816811	0.583582074
cg07825681	0.74819039
cg02088785	0.530997036
cg03354554	0.322801924
cg08985979	0.584248912
cg01488770	0.237088189
cg07956003	0.697537588
cg15025103	0.222338672
cg04180086	0.199755806
cg13181164	0.358294951
cg02511456	0.322860881
cg03887163	0.478785617
cg15913725	0.576224581
cg25919123	0.17101817
cg04006061	0.44578727
cg17569124	0.309907393
cg22708150	0.703544993
cg15982700	0.407636325
cg20599967	0.374133766
cg10858480	0.563931478
cg02090762	0.173843785
cg22122410	0.136262952
cg03744763	0.642213835
cg16306670	0.549012292
cg01990695	0.56551317
cg21383487	0.116325626
cg06875552	0.577079128
cg12291728	0.444473674
cg20210482	0.180358833
cg09662920	0.529755654
cg02628016	0.619806676
cg19463193	0.578110796
cg07046818	0.467809752
cg09858108	0.542450362
cg18892244	0.783282072
cg22705959	0.574400315
cg18566883	0.35787854
cg11207763	0.147397284
cg04685570	0.196567577
cg11382687	0.531611592
cg18424134	0.138695772
cg09705456	0.975980738
cg05642546	0.583602717
cg26144458	0.433849943
cg16465280	0.450680705
cg15585318	0.072363877
cg17090968	0.735922451
cg10112694	0.58035901
cg15981734	0.224637877
cg20434152	0.65194897
cg08120489	0.589656753
cg11647681	0.529128161
cg05387269	0.676875451
cg16016465	0.631704438
cg09423283	0.311227266
cg14431020	0.704565633
cg05876174	0.401201287
cg24297049	0.379118381
cg16107389	0.677254889
cg04355159	0.288044565
cg27028923	0.11552052
cg14412134	0.536980501
cg07345999	0.587458148
cg27143688	0.600409924
cg22460896	0.686291315
cg19005446	0.605833573
cg09556515	0.418157157
cg20860188	0.591218798
cg12470218	0.683462813
cg03875819	0.347435877
cg14485744	0.370233782
cg18566313	0.588254952
cg20510012	0.614888436
cg27228433	0.461173181
cg13903421	0.486061811
cg11523350	0.620695063
cg01854776	0.749053912
cg08428819	0.458121421
cg17608490	0.333911258
cg17326555	0.704536841
cg25139229	0.27053341
cg00604454	0.565632429
cg23305899	0.650818894
cg14740976	0.587431407
cg19770281	0.319544896
cg07086674	0.484654611
cg07254421	0.145153122
cg06984903	0.542437253
cg16271424	0.279240456
cg20254225	0.318393834
cg22730029	0.31582942
cg16017889	0.382058751
cg16785381	0.511770189
cg21117734	0.470588906
cg00955911	0.151342036
cg00288598	0.744356609
cg02311193	0.437493404
cg06824394	0.539534968
cg07725064	0.589946817
cg04194840	0.539241586
cg04188862	0.39076571
cg18320356	0.565158257
cg18419977	0.374266817
cg15203566	0.584873758
cg00974944	0.407451899
cg01085125	0.547556114
cg00655552	0.540998622
cg20908789	0.433649987
cg02959939	0.41643615
cg10815625	0.324167795
cg27092191	0.313986292
cg02370923	0.751949836
cg04622200	0.445131251
cg19988492	0.166555612
cg17067544	0.371556345
cg09016968	0.382388475
cg27641239	0.577808325
cg07976064	0.050010034
cg15817960	0.564746508
cg15171154	0.576130204
cg23625084	0.956603975
cg24492202	0.462809598
cg14559356	0.130893481
cg14463412	0.465035789
cg20098471	0.128898952
cg16848712	0.519018433
cg05079049	0.596915666
cg00465319	0.479073974
cg22086566	0.587695686
cg13647052	0.368909958
cg12808565	0.64821198
cg12088314	0.283668405
cg27606396	0.480044251
cg18316974	0.492313247
cg17738213	0.396702916
cg23340017	0.24597117
cg09630706	0.557806136
cg14515517	0.595235918
cg17560015	0.604410246
cg16353006	0.172294036
cg14911395	0.467178104
cg06466782	0.808569495
cg19596110	0.270442783
cg00453938	0.494732044
cg14673618	0.609901233
cg09179916	0.598944611
cg25561762	0.373623275
cg13193196	0.744995186
cg20562447	0.43608162
cg20463298	0.501890307
cg19075787	0.505335875
cg20017590	0.520420399
cg18322739	0.637254033
cg02948624	0.175813854
cg04948649	0.364827512
cg16324314	0.602539676
cg22694818	0.168932756
cg23246703	0.241590502
cg00268086	0.464863486
cg03177551	0.179758906
cg02311374	0.857039721
cg13729210	0.181802574
cg14184866	0.361972564
cg25495024	0.944265386
cg01244270	0.549342824
cg22608082	0.845962692
cg10174683	0.772021632
cg05200037	0.186901321
cg02179455	0.166663655
cg24076747	0.475325132
cg02843349	0.315984361
cg26630231	0.239774669
cg18267489	0.252448047
cg06150148	0.743566038
cg12350325	0.278998921
cg00225603	0.417238941
cg16104076	0.378030575
cg01566127	0.071298568
cg16723488	0.440911133
cg12246472	0.57258932
cg00503302	0.209513174
cg11763830	0.544992391
cg26325335	0.239316748
cg22306928	0.067369596
cg13169132	0.394844593
cg22737624	0.371655261
cg24330456	0.691787877
cg18978493	0.442354962
cg20559385	0.383349571
cg16493071	0.796893662
cg04575202	0.430058484
cg26515213	0.496464179
cg02022808	0.391140185
cg13734833	0.655401051
cg26676034	0.134686579
cg14313184	0.277102307
cg00178249	0.259352141
cg14481689	0.868789709
cg17860366	0.542462621
cg27513573	0.050697225
cg18099070	0.755128722
cg10068793	0.722605022
cg20737382	0.160236396
cg21104276	0.745311278
cg04456238	0.381351916
cg27123256	0.67052785
cg11729679	0.423402767
cg08709360	0.823868029
cg00261082	0.415397327
cg23660154	0.068977823
cg05756029	0.365037106
cg09228833	0.34790005
cg13900763	0.702163332
cg24660635	0.466463434
cg16284674	0.949944951
cg14676825	0.110473776
cg16564033	0.343346953
cg09236126	0.902908499
cg16803846	0.509184925
cg26461267	0.409579378
cg08394412	0.225143935
cg22859061	0.116162314
cg24318032	0.337914214
cg00208504	0.42052035
cg23283495	0.253058826
cg26578682	0.509125658
cg01394884	0.602305938
cg15504461	0.474879769
cg00880290	0.602013025
cg00584174	0.508889851
cg18453320	0.892294291
cg07363697	0.335145607
cg20785796	0.686357817
cg13045555	0.506893822
cg07266404	0.109246322
cg09468836	0.385375395
cg19978181	0.142136616
cg27092594	0.189953252
cg15978039	0.124933811
cg03012556	0.598310188
cg11838152	0.204518808
cg27521476	0.404289024
cg25247837	0.604691125
cg12786570	0.532276541
cg00509108	0.361746223
cg00963378	0.14061261
cg08715720	0.692116075
cg03830329	0.404127725
cg06864895	0.680567792
cg15054725	0.13861957
cg10861599	0.500873337
cg07054687	0.546329078
cg04074004	0.777237401
cg20818806	0.500315375
cg07802710	0.403650553
cg05347794	0.559595911
cg16586530	0.531882639
cg02483661	0.244993492
cg18235050	0.144611863
cg19801921	0.281182847
cg17820022	0.532191665
cg06753439	0.298854786
cg04465730	0.670860401
cg14074305	0.686081983
cg14766620	0.452294225
cg16214653	0.376722123
cg20327845	0.517128782
cg09990852	0.411484626
cg02452500	0.471163148
cg26311501	0.367724196
cg07420274	0.531670852
cg18516557	0.431292229
cg20792376	0.275785826
cg05839762	0.045521602
cg09893465	0.882888121
cg09383172	0.810795111
cg20738500	0.266206574
cg17251713	0.466111679
cg01057573	0.759367863
cg16532282	0.469974812
cg12412575	0.558276697
cg09655403	0.250395338
cg17569032	0.548496387
cg19480198	0.238071639
cg08541649	0.6279204
cg03192598	0.029935545
cg27275352	0.122439923
cg13523819	0.668212146
cg23978657	0.236254229
cg01853561	0.251023649
cg06691343	0.698169842
cg14286546	0.663975335
cg05475091	0.580849626
cg24527636	0.47670309
cg19827875	0.411355529
cg17557766	0.431419426
cg24707573	0.402032271
cg08498747	0.514360182
cg07075387	0.669223118
cg23657388	0.596043187
cg19913426	0.643684573
cg05626376	0.383803182
cg20853771	0.778762223
cg04041976	0.636735409
cg19550904	0.354584719
cg09143801	0.692583221
cg11546709	0.751543154
cg02553516	0.400538215
cg18849025	0.866421809
cg00650176	0.20766331
cg13656404	0.884166006
cg14089436	0.473429717
cg11145302	0.810505623
cg26635219	0.22970226
cg21913335	0.786900631
cg25436486	0.604808236
cg06802641	0.725415168
cg23068558	0.707417854
cg06580014	0.773466688
cg17481912	0.561597167
cg11841394	0.27806125
cg24338920	0.661076677
cg10296238	0.33876235
cg19725903	0.173969283
cg17054060	0.652839235
cg23210478	0.550011418
cg05901462	0.642615204
cg22879834	0.729311754
cg04496895	0.730020586
cg02962944	0.194343388
cg02003183	0.7819861
cg06272045	0.461441927
cg14486905	0.466901756
cg14495514	0.592713558
cg04883026	0.393824101
cg04546413	0.362925299
cg01172183	0.274187506
cg23614811	0.471863604
cg02391713	0.264695653
cg17414101	0.517614288
cg25435255	0.638146889
cg07302677	0.754181216
cg26749518	0.425830844
cg11328898	0.503230489
cg11152263	0.626722149
cg03796943	0.487002282
cg06787912	0.646337314
cg13905238	0.35111895
cg11803843	0.860123693
cg14985891	0.33953897
cg06970190	0.297376312
cg27085741	0.057974052
cg08749305	0.303995857
cg02032221	0.366449868
cg03441452	0.847323182
cg13197560	0.536315799
cg08064683	0.742056561
cg00021256	0.206507581
cg10664305	0.782004866
cg20605061	0.255078414
cg20746482	0.680714563
cg00466334	0.696073215
cg24348240	0.223064197
cg10287032	0.601655919
cg10553103	0.573482295
cg16257051	0.057397767
cg02170103	0.388160775
cg20502977	0.541409507
cg03942051	0.48976573
cg03020006	0.71284036
cg11130630	0.566602297
cg17873048	0.657956972
cg13735645	0.434143083
cg10423052	0.331306108
cg06763776	0.559809732
cg10205045	0.186217261
cg04107251	0.576724546
cg00242627	0.325019503
cg16991765	0.218641442
cg12105941	0.179740184
cg04874286	0.444641576
cg00602295	0.567620232
cg16321280	0.428172478
cg09563216	0.234291019
cg25674883	0.607164412
cg06637774	0.209209535
cg10917547	0.484176939
cg26873880	0.6028956
cg18661205	0.186833267
cg20972453	0.503523689
cg00481644	0.416348667
cg19640166	0.094050896
cg24115232	0.39219131
cg14714046	0.306752716
cg22321572	0.312620662
cg21330896	0.294577865
cg09532840	0.596486829
cg22989843	0.204658285
cg08235161	0.191738948
cg26458142	0.797642862
cg19533977	0.415276771
cg00101629	0.561022616
cg02387326	0.147417373
cg08864645	0.471350941
cg11809668	0.562097813
cg04340114	0.866362901
cg11121623	0.172888022
cg11432962	0.132690532
cg01214012	0.533284312
cg03062944	0.277695495
cg13910651	0.85140434
cg13504411	0.76948918
cg08923594	0.367557586
cg19170991	0.310948771
cg09771595	0.595263446
cg22160448	0.732606217
cg05525812	0.397183639
cg20100910	0.105183876
cg11168433	0.550455137
cg22730148	0.603571039
cg20722088	0.588889092
cg00498089	0.594729359
cg10308833	0.125308353
cg19603134	0.3841563
cg01433109	0.854586425
cg17527589	0.930831986
cg15450139	0.610428272
cg02869459	0.035536809
cg05529278	0.646558613
cg02380585	0.350448722
cg03217995	0.714980872
cg21811143	0.203367038
cg02210934	0.451778931
cg15230883	0.868668004
cg07824824	0.606193462
cg09829164	0.674659032
cg14705010	0.680739135
cg20321706	0.868372061
cg26760589	0.295843096
cg00895196	0.614054525
cg02478907	0.409762483
cg14911521	0.238238776
cg26264232	0.211342416
cg00083042	0.679531728
cg10103266	0.359000475
cg13153708	0.4976451
cg01997006	0.101795035
cg07371589	0.587408063
cg02767242	0.479792593
cg10733123	0.685624185
cg17768491	0.040807071
cg21572599	0.373142786
cg13641903	0.389919429
cg21929183	0.643894986
cg12018718	0.446432412
cg16580616	0.579829243
cg18173235	0.221356979
cg27005749	0.410172946
cg19457763	0.428582159
cg08204023	0.328799667
cg10096948	0.654707594
cg18049182	0.695705278
cg17694130	0.222853942
cg18355562	0.553824325
cg01175550	0.451838734
cg06388730	0.364669334
cg15464821	0.522467713
cg23803709	0.523380183
cg13379325	0.718515642
cg08224563	0.534719143
cg14227325	0.491894438
cg02526790	0.423725814
cg15929771	0.661828856
cg17040303	0.292328199
cg13368198	0.610901576
cg05919456	0.719164817
cg23226168	0.571739663
cg04415270	0.290230299
cg26444951	0.272995209
cg16391955	0.176401359
cg12969193	0.334413548
cg09950208	0.477602376
cg14113970	0.321037947
cg11875085	0.073119579
cg16190266	0.234734914
cg11828180	0.187828393
cg08201451	0.776978073
cg16441900	0.479613757
cg19019849	0.247823467
cg17868538	0.437043183
cg03736795	0.52048797
cg20675391	0.845277954
cg14076258	0.575642279
cg25394782	0.755262572
cg21809927	0.426103168
cg01751134	0.025101782
cg20453861	0.556828013
cg19607165	0.246707161
cg16009558	0.282539722
cg19664185	0.700596966
cg26411822	0.316226401
cg09184832	0.145453334
cg04515268	0.700770581
cg05694089	0.851749367
cg15809959	0.268993594
cg16670554	0.192099243
cg06569139	0.816343808
cg01566965	0.590683528
cg25652751	0.410560238
cg00425843	0.627594482
cg15096327	0.975203815
cg03683087	0.703051583
cg00394180	0.276006425
cg19727801	0.442690568
cg08380379	0.582176537
cg14145801	0.075136686
cg15895925	0.379740768
cg09300114	0.301836474
cg14491820	0.191674199
cg23827572	0.211462972
cg26574334	0.221946976
cg13283153	0.183711632
cg10255237	0.633222585
cg04523661	0.737802112
cg26210445	0.158466646
cg24467535	0.582125625
cg14116153	0.292306283
cg13007843	0.538475541
cg26481727	0.565938098
cg26107890	0.156443379
cg00497909	0.637970487
cg26983835	0.631636369
cg02824888	0.551652055
cg09877744	0.448694737
cg10238145	0.43901091
cg19280586	0.270720968
cg26723524	0.476412001
cg12816198	0.603373733
cg09761040	0.638821815
cg27024408	0.695824039
cg26129545	0.431077846
cg08896939	0.336082168
cg15839431	0.734114861
cg18199386	0.630716305
cg13692446	0.093313005
cg17611046	0.339545038
cg12526997	0.285300848
cg12978105	0.375402164
cg26685375	0.76480757
cg21162344	0.549544591
cg03996020	0.633853816
